survey_year,duration,event,female,age,age_group,education,race_eth,married,industry,great_recession,weight
2020,1,0,1,70,60+,Less than HS,White non-Hispanic,0,,0,2239.0823
2020,5,1,1,56,50-59,Less than HS,Hispanic,0,Business/repair services,0,3297.2082
2020,2,1,1,23,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,3804.7696
2020,9,1,0,23,20-29,College plus,White non-Hispanic,0,Business/repair services,0,4300.6021
2020,4,1,1,21,20-29,College plus,White non-Hispanic,0,Business/repair services,0,3771.028
2020,2,1,1,46,40-49,College plus,White non-Hispanic,1,Education/health,0,2823.8303
2020,1,1,1,51,50-59,Some college,White non-Hispanic,1,Professional services,0,3336.7851
2020,8,1,1,62,60+,College plus,White non-Hispanic,1,Business/repair services,0,3474.7515
2020,1,0,0,40,40-49,College plus,Other/multiracial,1,Education/health,0,2737.0725
2020,1,0,0,58,50-59,College plus,White non-Hispanic,1,Business/repair services,0,940.7128
2020,1,0,1,59,50-59,Some college,White non-Hispanic,1,Business/repair services,0,889.4598
2020,1,0,0,46,40-49,College plus,White non-Hispanic,0,Business/repair services,0,960.3101
2020,1,0,1,55,50-59,College plus,White non-Hispanic,0,Education/health,0,751.9059
2020,104,1,0,66,60+,College plus,White non-Hispanic,0,Education/health,0,837.3189
2020,32,1,1,66,60+,College plus,White non-Hispanic,1,Business/repair services,0,770.223
2020,1,0,1,44,40-49,HS diploma,Black non-Hispanic,0,,0,1708.3975
2020,1,0,1,38,30-39,Some college,Black non-Hispanic,0,Education/health,0,1304.1084
2020,1,0,1,40,40-49,College plus,Black non-Hispanic,1,Entertainment/hospitality,0,1258.4339
2020,1,1,1,48,40-49,Some college,White non-Hispanic,0,Business/repair services,0,845.4493
2020,16,1,0,28,20-29,Some college,White non-Hispanic,0,Education/health,0,1183.4439
2020,7,1,0,21,20-29,College plus,Hispanic,0,Business/repair services,0,1031.0856
2020,1,1,0,23,20-29,Some college,White non-Hispanic,0,Education/health,0,831.9149
2020,1,0,0,52,50-59,HS diploma,Black non-Hispanic,0,Agriculture/mining,0,443.9998
2020,1,0,1,34,30-39,College plus,White non-Hispanic,0,,0,416.7857
2020,1,1,1,34,30-39,College plus,Black non-Hispanic,0,Trade,0,933.8606
2020,21,1,1,32,30-39,College plus,White non-Hispanic,1,Public admin,0,403.8296
2020,20,1,0,37,30-39,HS diploma,Black non-Hispanic,0,Trade,0,684.9388
2020,1,0,0,26,20-29,College plus,White non-Hispanic,0,,0,425.1011
2020,4,1,1,36,30-39,College plus,White non-Hispanic,0,Public admin,0,381.9477
2020,1,0,0,70,60+,Some college,Black non-Hispanic,0,,0,419.0745
2020,4,1,0,29,20-29,HS diploma,Black non-Hispanic,1,Education/health,0,960.2629
2020,12,1,1,48,40-49,Some college,Black non-Hispanic,0,Business/repair services,0,664.962
2020,30,1,1,61,60+,College plus,Black non-Hispanic,0,Professional services,0,517.3482
2020,1,0,1,46,40-49,HS diploma,Black non-Hispanic,0,Professional services,0,541.4327
2020,1,0,1,28,20-29,College plus,Hispanic,0,Education/health,0,577.0765
2020,1,0,0,65,60+,College plus,White non-Hispanic,0,Education/health,0,464.9139
2020,3,1,0,32,30-39,College plus,Asian non-Hispanic,1,Education/health,0,470.5523
2020,1,0,1,33,30-39,College plus,Hispanic,0,Education/health,0,449.4072
2020,4,1,0,28,20-29,College plus,White non-Hispanic,0,Education/health,0,378.7916
2020,2,1,0,34,30-39,College plus,Asian non-Hispanic,0,Construction,0,432.3838
2020,16,1,0,56,50-59,College plus,White non-Hispanic,1,Public admin,0,543.4077
2020,1,1,0,44,40-49,College plus,White non-Hispanic,0,Education/health,0,498.2388
2020,4,1,0,53,50-59,College plus,White non-Hispanic,0,Business/repair services,0,454.9059
2020,12,1,1,34,30-39,College plus,White non-Hispanic,1,Business/repair services,0,419.2503
2020,1,0,1,36,30-39,Some college,Black non-Hispanic,0,,0,724.4011
2020,4,1,1,49,40-49,HS diploma,Black non-Hispanic,0,Business/repair services,0,509.5985
2020,8,1,0,26,20-29,College plus,White non-Hispanic,0,Education/health,0,444.9575
2020,24,1,1,44,40-49,HS diploma,Hispanic,0,Business/repair services,0,432.0462
2020,1,0,1,43,40-49,College plus,Asian non-Hispanic,0,Entertainment/hospitality,0,439.8981
2020,10,1,0,54,50-59,Some college,Black non-Hispanic,1,Trade,0,441.464
2020,6,1,1,37,30-39,College plus,White non-Hispanic,1,Education/health,0,368.7656
2020,28,1,1,39,30-39,College plus,White non-Hispanic,0,Public admin,0,449.7538
2020,1,0,1,42,40-49,College plus,Black non-Hispanic,1,,0,707.6857
2020,1,0,1,66,60+,Some college,Other/multiracial,0,,0,426.406
2020,1,1,0,23,20-29,HS diploma,Hispanic,1,Construction,0,5455.3057
2020,16,1,0,53,50-59,College plus,Hispanic,1,Professional services,0,4109.3907
2020,5,1,1,55,50-59,College plus,White non-Hispanic,1,Construction,0,3986.6682
2020,1,0,1,50,50-59,HS diploma,White non-Hispanic,0,Business/repair services,0,3930.347
2020,36,1,0,49,40-49,College plus,White non-Hispanic,0,Entertainment/hospitality,0,4745.2818
2020,1,1,0,40,40-49,College plus,White non-Hispanic,0,Business/repair services,0,3576.5135
2020,1,0,1,25,20-29,Less than HS,White non-Hispanic,0,Business/repair services,0,4696.6058
2020,12,1,0,59,50-59,Some college,Black non-Hispanic,0,Trade,0,4970.3434
2020,40,1,0,36,30-39,HS diploma,Black non-Hispanic,0,Professional services,0,7828.3909
2020,1,0,0,29,20-29,Less than HS,Black non-Hispanic,0,,0,11027.9478
2020,3,1,1,32,30-39,Some college,White non-Hispanic,0,Education/health,0,4730.6763
2020,1,0,1,21,20-29,HS diploma,White non-Hispanic,0,,0,5303.3674
2020,1,0,0,30,30-39,HS diploma,White non-Hispanic,0,Entertainment/hospitality,0,3779.5131
2020,52,1,1,58,50-59,College plus,White non-Hispanic,0,Education/health,0,4464.8636
2020,36,1,0,34,30-39,HS diploma,White non-Hispanic,0,Business/repair services,0,4101.3926
2020,1,1,1,20,20-29,HS diploma,White non-Hispanic,0,Education/health,0,4827.927
2020,8,1,0,43,40-49,HS diploma,White non-Hispanic,0,Professional services,0,5040.4636
2020,104,1,1,29,20-29,HS diploma,Hispanic,0,Business/repair services,0,7641.5747
2020,104,1,0,45,40-49,HS diploma,Hispanic,0,Business/repair services,0,5171.1178
2020,1,1,0,27,20-29,HS diploma,White non-Hispanic,0,Education/health,0,5440.8359
2020,4,1,1,21,20-29,Some college,Black non-Hispanic,0,Business/repair services,0,7349.8001
2020,1,1,1,67,60+,HS diploma,White non-Hispanic,0,Construction,0,3959.5516
2020,1,0,1,62,60+,College plus,Hispanic,1,,0,4421.4372
2020,7,1,1,50,50-59,Some college,Hispanic,1,Public admin,0,2752.2328
2020,52,1,0,48,40-49,HS diploma,White non-Hispanic,0,Agriculture/mining,0,3851.6958
2020,52,1,0,27,20-29,HS diploma,Black non-Hispanic,0,Construction,0,7234.064
2020,104,1,1,25,20-29,Some college,Hispanic,0,Business/repair services,0,7410.2404
2020,1,0,0,64,60+,Some college,White non-Hispanic,1,,0,4225.5604
2020,1,0,0,45,40-49,Some college,Black non-Hispanic,1,,0,8020.4885
2020,104,1,0,37,30-39,HS diploma,White non-Hispanic,0,Manufacturing,0,4374.0912
2020,1,0,0,56,50-59,HS diploma,White non-Hispanic,0,,0,4313.0948
2020,1,0,1,80,60+,College plus,White non-Hispanic,0,,0,4664.9415
2020,1,0,0,54,50-59,College plus,White non-Hispanic,1,Entertainment/hospitality,0,5180.4368
2020,16,1,0,30,30-39,College plus,White non-Hispanic,0,Professional services,0,4901.8963
2020,10,1,0,54,50-59,HS diploma,Hispanic,1,Trade,0,4646.8767
2020,12,1,0,21,20-29,HS diploma,Hispanic,0,Business/repair services,0,4840.6053
2020,2,1,1,35,30-39,Some college,White non-Hispanic,1,Business/repair services,0,4155.0568
2020,3,1,1,29,20-29,College plus,White non-Hispanic,0,Business/repair services,0,5381.8693
2020,3,1,0,34,30-39,HS diploma,White non-Hispanic,1,Construction,0,4077.3548
2020,1,1,0,25,20-29,HS diploma,Hispanic,1,Trade,0,5847.4052
2020,1,0,1,51,50-59,HS diploma,Black non-Hispanic,1,Business/repair services,0,6158.7576
2020,10,1,0,57,50-59,Some college,White non-Hispanic,1,Business/repair services,0,4321.0571
2020,4,1,1,63,60+,HS diploma,White non-Hispanic,0,Manufacturing,0,4440.7046
2020,16,1,0,39,30-39,HS diploma,White non-Hispanic,1,Construction,0,3658.8818
2020,6,1,1,67,60+,HS diploma,Hispanic,0,Finance/insurance/RE,0,5426.5663
2020,1,0,0,23,20-29,HS diploma,Hispanic,0,Business/repair services,0,4586.9679
2020,16,1,0,28,20-29,Some college,Hispanic,1,Business/repair services,0,6139.5315
2020,10,1,0,59,50-59,HS diploma,Hispanic,1,Trade,0,7139.5236
2020,1,0,1,54,50-59,HS diploma,Hispanic,1,,0,6905.6652
2020,1,0,0,33,30-39,HS diploma,White non-Hispanic,1,Construction,0,4336.022
2020,1,0,1,67,60+,HS diploma,White non-Hispanic,0,Business/repair services,0,3529.7624
2020,3,1,0,49,40-49,College plus,Hispanic,1,Trade,0,5170.0318
2020,1,0,1,65,60+,College plus,White non-Hispanic,1,,0,4314.552
2020,104,1,1,57,50-59,Less than HS,Hispanic,0,Professional services,0,4385.4014
2020,40,1,1,61,60+,HS diploma,White non-Hispanic,1,Construction,0,4264.1187
2020,6,1,1,53,50-59,College plus,Hispanic,1,Trade,0,4290.3022
2020,52,1,1,37,30-39,Less than HS,White non-Hispanic,0,Business/repair services,0,4155.4643
2020,24,1,0,37,30-39,HS diploma,Hispanic,1,Construction,0,5414.9656
2020,16,1,0,30,30-39,College plus,White non-Hispanic,0,Trade,0,3996.5299
2020,1,0,1,21,20-29,HS diploma,Hispanic,0,,0,4927.6087
2020,4,1,0,57,50-59,College plus,White non-Hispanic,1,Finance/insurance/RE,0,4300.0136
2020,4,1,0,56,50-59,Some college,White non-Hispanic,0,Agriculture/mining,0,4277.2968
2020,6,1,0,58,50-59,College plus,White non-Hispanic,1,Manufacturing,0,3706.4509
2020,14,1,1,29,20-29,Some college,White non-Hispanic,0,Professional services,0,5499.7566
2020,1,0,1,28,20-29,Some college,Black non-Hispanic,0,Construction,0,6042.9538
2020,8,1,1,51,50-59,HS diploma,Black non-Hispanic,0,Manufacturing,0,4183.6159
2020,4,1,0,39,30-39,HS diploma,White non-Hispanic,0,Construction,0,4405.8283
2020,13,1,1,20,20-29,Some college,Other/multiracial,0,Business/repair services,0,7421.0215
2020,1,0,0,58,50-59,Some college,White non-Hispanic,1,,0,3906.9162
2020,6,1,1,24,20-29,Some college,White non-Hispanic,1,Professional services,0,4755.8157
2020,1,1,1,48,40-49,HS diploma,White non-Hispanic,1,Professional services,0,4137.8524
2020,1,1,0,26,20-29,College plus,White non-Hispanic,0,Education/health,0,5052.7067
2020,2,1,1,36,30-39,Some college,White non-Hispanic,1,Professional services,0,4032.9102
2020,26,1,0,50,50-59,College plus,Asian non-Hispanic,1,Construction,0,4958.6135
2020,12,1,0,25,20-29,HS diploma,White non-Hispanic,1,Agriculture/mining,0,4382.8597
2020,2,1,1,65,60+,College plus,Hispanic,0,Professional services,0,3737.1669
2020,4,1,1,59,50-59,College plus,Black non-Hispanic,0,Professional services,0,4858.8271
2020,2,1,0,40,40-49,Less than HS,Hispanic,1,Construction,0,4630.8334
2020,4,1,0,50,50-59,HS diploma,White non-Hispanic,0,Manufacturing,0,3559.1794
2020,5,1,1,34,30-39,Some college,Black non-Hispanic,1,Trade,0,6805.792
2020,4,1,0,34,30-39,College plus,Asian non-Hispanic,1,Education/health,0,2991.0389
2020,16,1,1,22,20-29,College plus,White non-Hispanic,0,Education/health,0,5182.7617
2020,8,1,1,64,60+,HS diploma,White non-Hispanic,1,Entertainment/hospitality,0,3608.1032
2020,1,0,1,62,60+,College plus,Black non-Hispanic,1,,0,5055.9733
2020,52,1,1,25,20-29,Some college,Hispanic,0,Professional services,0,6130.0302
2020,20,1,0,43,40-49,College plus,White non-Hispanic,1,Education/health,0,3973.3334
2020,2,1,0,35,30-39,Some college,White non-Hispanic,1,Business/repair services,0,4140.6112
2020,3,1,1,46,40-49,College plus,Black non-Hispanic,0,Professional services,0,5343.4959
2020,12,1,0,45,40-49,College plus,White non-Hispanic,1,Construction,0,3893.622
2020,2,1,1,63,60+,Some college,Black non-Hispanic,0,Professional services,0,5158.4781
2020,1,0,0,35,30-39,Some college,Black non-Hispanic,0,,0,7686.6595
2020,104,1,0,31,30-39,Some college,Black non-Hispanic,0,Education/health,0,7332.2142
2020,8,1,0,45,40-49,College plus,Black non-Hispanic,1,Manufacturing,0,6257.6225
2020,8,1,1,37,30-39,College plus,Other/multiracial,0,Entertainment/hospitality,0,5051.6072
2020,4,1,0,37,30-39,Less than HS,Hispanic,1,Construction,0,4238.773
2020,1,1,1,29,20-29,HS diploma,Hispanic,1,Education/health,0,4871.9718
2020,1,0,1,45,40-49,College plus,White non-Hispanic,1,Professional services,0,4698.9613
2020,52,1,0,55,50-59,College plus,White non-Hispanic,1,Professional services,0,5464.292
2020,2,1,0,32,30-39,HS diploma,Hispanic,1,Professional services,0,5925.2468
2020,52,1,0,64,60+,College plus,White non-Hispanic,1,Entertainment/hospitality,0,3708.4298
2020,1,0,0,30,30-39,College plus,Black non-Hispanic,0,Trade,0,6167.5204
2020,1,0,1,27,20-29,HS diploma,White non-Hispanic,0,,0,4682.9606
2020,10,1,1,73,60+,HS diploma,White non-Hispanic,0,Manufacturing,0,3220.8954
2020,13,1,0,28,20-29,College plus,White non-Hispanic,0,Professional services,0,4572.7356
2020,1,0,0,57,50-59,HS diploma,Black non-Hispanic,0,Business/repair services,0,5203.5821
2020,52,1,0,35,30-39,HS diploma,White non-Hispanic,1,Manufacturing,0,4180.7037
2020,1,0,0,49,40-49,Some college,White non-Hispanic,0,,0,1007.5144
2020,6,1,1,37,30-39,College plus,Asian non-Hispanic,1,Professional services,0,833.9532
2020,1,0,0,61,60+,HS diploma,Asian non-Hispanic,0,,0,1013.8018
2020,6,1,1,22,20-29,HS diploma,White non-Hispanic,0,Education/health,0,1059.4161
2020,4,1,1,21,20-29,Some college,Asian non-Hispanic,0,,0,977.3656
2020,1,0,0,27,20-29,HS diploma,Other/multiracial,0,Trade,0,1687.2609
2020,1,0,0,35,30-39,HS diploma,Asian non-Hispanic,1,Construction,0,907.4242
2020,12,1,1,20,20-29,Some college,Asian non-Hispanic,0,Business/repair services,0,1085.6433
2020,1,0,0,47,40-49,HS diploma,Other/multiracial,0,,0,1136.1121
2020,1,0,1,35,30-39,HS diploma,Asian non-Hispanic,0,Business/repair services,0,865.641
2020,1,0,1,25,20-29,Some college,Hispanic,1,Business/repair services,0,1074.7869
2020,2,1,0,29,20-29,Some college,Hispanic,1,Professional services,0,1144.1253
2020,2,1,0,42,40-49,HS diploma,White non-Hispanic,0,Construction,0,816.5495
2020,8,1,1,47,40-49,Less than HS,Hispanic,0,Entertainment/hospitality,0,856.7366
2020,9,1,1,50,50-59,Less than HS,Other/multiracial,1,Business/repair services,0,844.5941
2020,20,1,1,62,60+,Some college,White non-Hispanic,1,Education/health,0,763.1185
2020,20,1,0,66,60+,College plus,White non-Hispanic,1,Education/health,0,880.3724
2020,8,1,1,58,50-59,College plus,White non-Hispanic,0,Education/health,0,836.5653
2020,16,1,0,46,40-49,College plus,Black non-Hispanic,1,Construction,0,872.3551
2020,1,0,1,39,30-39,College plus,White non-Hispanic,0,,0,925.2916
2020,104,1,0,30,30-39,HS diploma,White non-Hispanic,1,Professional services,0,1042.7161
2020,1,1,1,40,40-49,College plus,White non-Hispanic,1,Manufacturing,0,900.7803
2020,4,1,1,64,60+,HS diploma,White non-Hispanic,0,Business/repair services,0,917.2811
2020,1,0,0,57,50-59,Less than HS,Hispanic,0,,0,1254.2538
2020,1,0,1,58,50-59,HS diploma,White non-Hispanic,0,Education/health,0,916.0384
2020,16,1,0,34,30-39,College plus,Other/multiracial,1,Public admin,0,1304.4929
2020,4,1,0,62,60+,HS diploma,White non-Hispanic,1,Construction,0,944.146
2020,10,1,1,53,50-59,Some college,White non-Hispanic,1,Education/health,0,954.3681
2020,4,1,0,29,20-29,Some college,White non-Hispanic,0,Construction,0,1151.6243
2020,2,1,0,59,50-59,College plus,Black non-Hispanic,0,Professional services,0,789.1523
2020,1,0,1,32,30-39,Some college,White non-Hispanic,0,,0,1065.1333
2020,2,1,0,29,20-29,College plus,White non-Hispanic,0,Trade,0,5505.6542
2020,9,1,1,35,30-39,College plus,Asian non-Hispanic,1,Education/health,0,5702.9212
2020,46,1,1,50,50-59,Some college,White non-Hispanic,1,Education/health,0,4829.7495
2020,104,1,1,52,50-59,College plus,Asian non-Hispanic,1,Trade,0,5724.835
2020,1,0,1,27,20-29,College plus,White non-Hispanic,0,,0,7321.3266
2020,1,0,1,60,60+,HS diploma,White non-Hispanic,0,Finance/insurance/RE,0,5235.1985
2020,104,1,0,29,20-29,HS diploma,Hispanic,0,Business/repair services,0,5170.96
2020,4,1,0,47,40-49,College plus,White non-Hispanic,1,Education/health,0,4770.2613
2020,32,1,0,57,50-59,Less than HS,White non-Hispanic,0,Manufacturing,0,4128.4352
2020,1,0,0,29,20-29,HS diploma,White non-Hispanic,0,,0,6274.9699
2020,4,1,0,52,50-59,Some college,White non-Hispanic,1,Trade,0,5376.4709
2020,5,1,0,45,40-49,College plus,Asian non-Hispanic,1,Education/health,0,4374.7307
2020,52,1,0,60,60+,College plus,White non-Hispanic,1,,0,4456.1341
2020,12,1,1,32,30-39,College plus,White non-Hispanic,0,Manufacturing,0,4381.0101
2020,2,1,0,37,30-39,College plus,White non-Hispanic,1,Professional services,0,3917.8932
2020,4,1,0,67,60+,College plus,White non-Hispanic,0,Education/health,0,3817.9304
2020,1,1,0,54,50-59,Some college,Hispanic,1,Business/repair services,0,4912.974
2020,1,1,0,55,50-59,College plus,White non-Hispanic,1,Manufacturing,0,3687.2269
2020,52,1,1,60,60+,College plus,White non-Hispanic,1,Education/health,0,4337.9916
2020,1,1,1,41,40-49,Some college,White non-Hispanic,1,Entertainment/hospitality,0,4849.8386
2020,1,0,0,53,50-59,Some college,White non-Hispanic,0,Finance/insurance/RE,0,5396.3983
2020,12,1,0,49,40-49,College plus,Asian non-Hispanic,1,Professional services,0,4374.7307
2020,1,0,1,56,50-59,Some college,White non-Hispanic,1,Education/health,0,3660.9922
2020,24,1,0,58,50-59,Some college,Hispanic,0,Professional services,0,5305.8542
2020,8,1,1,35,30-39,College plus,White non-Hispanic,0,Finance/insurance/RE,0,4686.1403
2020,6,1,0,44,40-49,College plus,White non-Hispanic,1,Professional services,0,3609.3718
2020,42,1,0,40,40-49,College plus,Asian non-Hispanic,1,Professional services,0,3745.675
2020,2,1,0,46,40-49,Some college,White non-Hispanic,0,Construction,0,4659.6926
2020,1,0,1,58,50-59,Some college,White non-Hispanic,1,,0,5823.8834
2020,24,1,1,54,50-59,HS diploma,White non-Hispanic,0,Education/health,0,4552.2325
2020,104,1,1,58,50-59,College plus,White non-Hispanic,1,Entertainment/hospitality,0,3869.1222
2020,19,1,1,64,60+,HS diploma,White non-Hispanic,0,Business/repair services,0,3772.5225
2020,1,0,1,63,60+,Some college,White non-Hispanic,0,,0,3705.4374
2020,1,1,0,69,60+,College plus,White non-Hispanic,1,Education/health,0,4853.9473
2020,104,1,1,42,40-49,College plus,White non-Hispanic,0,Education/health,0,4185.35
2020,15,1,0,48,40-49,College plus,White non-Hispanic,0,Manufacturing,0,4030.4542
2020,12,1,0,30,30-39,Some college,White non-Hispanic,1,Business/repair services,0,3889.2887
2020,2,1,1,31,30-39,College plus,White non-Hispanic,1,Manufacturing,0,3903.3709
2020,1,0,0,65,60+,College plus,White non-Hispanic,1,,0,4930.5662
2020,1,0,1,36,30-39,Some college,White non-Hispanic,1,,0,4076.9541
2020,104,1,1,20,20-29,HS diploma,White non-Hispanic,1,Business/repair services,0,5409.2613
2020,1,0,0,36,30-39,Some college,White non-Hispanic,0,Professional services,0,4391.5469
2020,6,1,0,41,40-49,Some college,Black non-Hispanic,0,Professional services,0,3483.9393
2020,3,1,1,61,60+,HS diploma,Black non-Hispanic,0,Business/repair services,0,3756.8503
2020,32,1,1,50,50-59,College plus,Black non-Hispanic,1,Education/health,0,5811.9442
2020,104,1,1,28,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,4592.354
2020,4,1,0,28,20-29,College plus,White non-Hispanic,0,Trade,0,5584.2335
2020,2,1,1,32,30-39,College plus,White non-Hispanic,1,Public admin,0,5126.6591
2020,4,1,0,48,40-49,College plus,White non-Hispanic,1,Entertainment/hospitality,0,4767.1915
2020,3,1,0,30,30-39,HS diploma,White non-Hispanic,0,Manufacturing,0,4131.7211
2020,6,1,1,57,50-59,Some college,White non-Hispanic,0,Education/health,0,3236.3044
2020,16,1,0,52,50-59,College plus,White non-Hispanic,1,Education/health,0,4368.8639
2020,6,1,1,52,50-59,Some college,White non-Hispanic,1,Professional services,0,4028.6068
2020,12,1,0,58,50-59,HS diploma,White non-Hispanic,1,Construction,0,3945.1672
2020,11,1,1,56,50-59,Some college,White non-Hispanic,1,Manufacturing,0,3627.1257
2020,8,1,1,48,40-49,Some college,White non-Hispanic,1,Entertainment/hospitality,0,3965.8553
2020,1,0,1,63,60+,College plus,White non-Hispanic,0,,0,3310.668
2020,1,1,0,23,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,4316.2395
2020,1,1,1,52,50-59,Some college,White non-Hispanic,1,Education/health,0,3974.9123
2020,104,1,1,54,50-59,Less than HS,White non-Hispanic,1,Professional services,0,4091.9973
2020,5,1,1,70,60+,HS diploma,White non-Hispanic,0,Education/health,0,3784.5397
2020,1,0,1,57,50-59,HS diploma,White non-Hispanic,1,,0,3689.1865
2020,24,1,1,53,50-59,College plus,White non-Hispanic,1,Business/repair services,0,4068.6519
2020,1,0,0,56,50-59,Some college,White non-Hispanic,0,,0,4766.6724
2020,2,1,0,54,50-59,HS diploma,White non-Hispanic,1,Trade,0,4402.8806
2020,1,1,0,47,40-49,Less than HS,White non-Hispanic,1,Manufacturing,0,4118.8257
2020,4,1,0,28,20-29,HS diploma,White non-Hispanic,0,Manufacturing,0,4790.8813
2020,5,1,0,25,20-29,HS diploma,White non-Hispanic,0,Construction,0,3350.5007
2020,1,1,1,26,20-29,College plus,White non-Hispanic,0,Education/health,0,2622.7536
2020,3,1,0,37,30-39,College plus,White non-Hispanic,0,Manufacturing,0,2494.4153
2020,2,1,0,40,40-49,College plus,White non-Hispanic,1,Business/repair services,0,2843.0333
2020,104,1,1,33,30-39,Some college,White non-Hispanic,0,Entertainment/hospitality,0,2547.783
2020,52,1,0,20,20-29,Some college,White non-Hispanic,0,Business/repair services,0,3202.5631
2020,1,0,1,47,40-49,College plus,White non-Hispanic,1,Education/health,0,2493.9853
2020,2,1,0,57,50-59,Some college,White non-Hispanic,1,Manufacturing,0,2545.1725
2020,12,1,1,20,20-29,Some college,White non-Hispanic,0,Education/health,0,4047.3236
2020,1,0,1,62,60+,College plus,White non-Hispanic,1,,0,2685.7123
2020,1,0,0,36,30-39,College plus,Black non-Hispanic,0,Manufacturing,0,2133.3658
2020,2,1,0,28,20-29,Some college,White non-Hispanic,0,Education/health,0,2500.11
2020,104,1,1,53,50-59,College plus,White non-Hispanic,1,Professional services,0,3169.2406
2020,24,1,1,54,50-59,HS diploma,White non-Hispanic,1,Education/health,0,3098.9304
2020,3,1,0,22,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,3664.6863
2020,4,1,0,58,50-59,College plus,White non-Hispanic,1,Trade,0,2805.9735
2020,8,1,1,60,60+,Some college,White non-Hispanic,1,Education/health,0,2277.4085
2020,1,0,1,21,20-29,Less than HS,White non-Hispanic,0,,0,2911.0027
2020,12,1,0,26,20-29,Less than HS,White non-Hispanic,0,Manufacturing,0,2957.2653
2020,3,1,1,41,40-49,HS diploma,Hispanic,0,Business/repair services,0,2014.5863
2020,8,1,1,25,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,2963.7833
2020,40,1,0,72,60+,HS diploma,White non-Hispanic,1,Professional services,0,2168.7748
2020,1,1,0,33,30-39,Some college,Other/multiracial,0,Business/repair services,0,3420.3237
2020,1,0,0,51,50-59,College plus,White non-Hispanic,1,Entertainment/hospitality,0,1910.2184
2020,1,0,1,52,50-59,Some college,White non-Hispanic,1,,0,2118.6185
2020,2,1,0,32,30-39,College plus,White non-Hispanic,1,Trade,0,2514.5885
2020,10,1,1,55,50-59,HS diploma,White non-Hispanic,0,Education/health,0,1982.3819
2020,4,1,0,35,30-39,HS diploma,Hispanic,1,Construction,0,2721.4706
2020,1,0,0,22,20-29,HS diploma,White non-Hispanic,0,Agriculture/mining,0,2296.8001
2020,24,1,1,31,30-39,College plus,Hispanic,0,Education/health,0,3201.5143
2020,1,1,0,20,20-29,HS diploma,White non-Hispanic,0,Construction,0,2362.3237
2020,27,1,0,70,60+,Some college,White non-Hispanic,1,,0,1563.0612
2020,104,1,0,44,40-49,HS diploma,White non-Hispanic,1,Manufacturing,0,2236.7876
2020,4,1,0,52,50-59,HS diploma,White non-Hispanic,1,Trade,0,2046.6651
2020,6,1,1,63,60+,College plus,White non-Hispanic,1,Trade,0,2000.3509
2020,1,0,0,47,40-49,College plus,White non-Hispanic,0,Manufacturing,0,2401.0646
2020,6,1,1,50,50-59,College plus,White non-Hispanic,0,Entertainment/hospitality,0,2025.6244
2020,104,1,0,21,20-29,Some college,Other/multiracial,0,Education/health,0,4351.1323
2020,4,1,1,23,20-29,College plus,White non-Hispanic,0,Education/health,0,5016.3029
2020,1,1,1,27,20-29,Some college,White non-Hispanic,1,,0,6346.8183
2020,52,1,1,61,60+,HS diploma,White non-Hispanic,1,Education/health,0,3369.9351
2020,1,0,0,65,60+,College plus,White non-Hispanic,0,Education/health,0,3370.1811
2020,3,1,0,22,20-29,Some college,White non-Hispanic,0,Business/repair services,0,2506.1585
2020,28,1,0,68,60+,College plus,White non-Hispanic,1,,0,3219.7148
2020,1,0,1,62,60+,HS diploma,White non-Hispanic,1,,0,3087.8658
2020,52,1,0,64,60+,Some college,White non-Hispanic,1,Entertainment/hospitality,0,3148.9916
2020,1,0,0,56,50-59,Less than HS,White non-Hispanic,0,,0,3908.0699
2020,1,0,0,39,30-39,Some college,White non-Hispanic,0,,0,4513.4374
2020,1,0,0,46,40-49,HS diploma,White non-Hispanic,0,,0,4941.8459
2020,8,1,0,56,50-59,HS diploma,White non-Hispanic,0,Manufacturing,0,3207.6934
2020,35,1,0,40,40-49,HS diploma,White non-Hispanic,1,Manufacturing,0,3055.7115
2020,104,1,0,32,30-39,Less than HS,White non-Hispanic,1,Agriculture/mining,0,4221.5209
2020,1,0,1,63,60+,HS diploma,White non-Hispanic,0,Professional services,0,3188.3261
2020,2,1,0,20,20-29,HS diploma,White non-Hispanic,0,Education/health,0,3478.5044
2020,1,1,1,33,30-39,HS diploma,White non-Hispanic,1,Education/health,0,3106.5847
2020,1,0,1,42,40-49,College plus,Black non-Hispanic,0,Education/health,0,1860.0305
2020,1,0,1,57,50-59,Some college,White non-Hispanic,0,Construction,0,2147.2629
2020,18,1,1,40,40-49,College plus,White non-Hispanic,0,Entertainment/hospitality,0,1798.6164
2020,13,1,0,29,20-29,College plus,White non-Hispanic,0,Public admin,0,2759.9353
2020,1,0,1,54,50-59,Some college,Black non-Hispanic,0,Business/repair services,0,2029.6598
2020,104,1,1,39,30-39,College plus,White non-Hispanic,1,Education/health,0,1899.8018
2020,1,0,1,48,40-49,College plus,White non-Hispanic,1,,0,2116.5804
2020,1,0,1,44,40-49,Some college,Hispanic,1,Business/repair services,0,1511.8162
