survey_year,duration,event,female,age,age_group,education,race_eth,married,industry,great_recession,weight
2004,12,1,0,58,50-59,Some college,White non-Hispanic,1,Trade,0,2476.4218
2004,5,1,0,47,40-49,Some college,White non-Hispanic,1,Construction,0,2506.6141
2004,8,1,1,39,30-39,Some college,White non-Hispanic,1,Education/health,0,414.5463
2004,65,1,1,61,60+,HS diploma,White non-Hispanic,1,Education/health,0,481.9126
2004,1,0,0,33,30-39,Some college,Black non-Hispanic,0,Professional services,0,581.9863
2004,40,1,0,21,20-29,Less than HS,White non-Hispanic,0,Manufacturing,0,1372.3611
2004,1,1,1,25,20-29,Some college,White non-Hispanic,0,Entertainment/hospitality,0,353.0694
2004,44,1,1,49,40-49,Some college,White non-Hispanic,0,Entertainment/hospitality,0,2581.8422
2004,1,0,0,30,30-39,HS diploma,White non-Hispanic,1,,0,1480.2542
2004,30,1,1,54,50-59,HS diploma,White non-Hispanic,1,Entertainment/hospitality,0,2045.9948
2004,28,1,0,36,30-39,Some college,White non-Hispanic,1,Public admin,0,967.8539
2004,104,1,0,33,30-39,Some college,White non-Hispanic,1,Construction,0,3101.8739
2004,4,1,1,22,20-29,Some college,White non-Hispanic,0,Business/repair services,0,658.7969
2004,52,1,1,57,50-59,HS diploma,White non-Hispanic,1,Business/repair services,0,2387.2389
2004,1,0,0,23,20-29,HS diploma,White non-Hispanic,0,,0,1595.4581
2004,4,1,0,49,40-49,HS diploma,Other/multiracial,1,Entertainment/hospitality,0,4249.1686
2004,52,1,1,46,40-49,Less than HS,White non-Hispanic,1,Manufacturing,0,3904.0494
2004,6,1,1,55,50-59,HS diploma,White non-Hispanic,0,Business/repair services,0,331.3478
2004,1,1,0,41,40-49,HS diploma,White non-Hispanic,1,Professional services,0,1093.5627
2004,1,1,0,28,20-29,HS diploma,White non-Hispanic,0,Construction,0,308.5925
2004,1,1,1,35,30-39,College plus,Black non-Hispanic,1,Education/health,0,3914.8365
2004,8,1,0,46,40-49,HS diploma,White non-Hispanic,1,Finance/insurance/RE,0,5845.834
2004,1,0,0,33,30-39,Some college,White non-Hispanic,1,,0,2369.8
2004,6,1,0,29,20-29,Some college,White non-Hispanic,0,Manufacturing,0,1865.7226
2004,2,1,0,53,50-59,HS diploma,White non-Hispanic,1,Entertainment/hospitality,0,2301.2793
2004,1,0,0,42,40-49,Some college,White non-Hispanic,0,Construction,0,2528.9487
2004,68,1,1,32,30-39,College plus,Asian non-Hispanic,1,Business/repair services,0,2729.2168
2004,1,1,1,30,30-39,Some college,White non-Hispanic,0,Education/health,0,1069.4249
2004,8,1,1,56,50-59,College plus,White non-Hispanic,1,Manufacturing,0,1062.1087
2004,6,1,0,53,50-59,College plus,White non-Hispanic,0,Professional services,0,1188.5134
2004,56,1,0,51,50-59,HS diploma,White non-Hispanic,1,Manufacturing,0,735.3783
2004,6,1,1,42,40-49,College plus,White non-Hispanic,0,Manufacturing,0,2474.404
2004,1,0,0,23,20-29,Some college,White non-Hispanic,0,,0,3178.3153
2004,20,1,1,41,40-49,College plus,White non-Hispanic,0,Education/health,0,1839.1793
2004,3,1,0,29,20-29,College plus,White non-Hispanic,1,Professional services,0,1164.1129
2004,8,1,1,36,30-39,Some college,White non-Hispanic,1,Professional services,0,2936.6815
2004,4,1,0,22,20-29,Some college,White non-Hispanic,1,Professional services,0,1363.7164
2004,4,1,0,25,20-29,Less than HS,Hispanic,0,Construction,0,4243.2868
2004,1,0,1,44,40-49,College plus,Asian non-Hispanic,1,,0,4599.7744
2004,104,1,1,43,40-49,Less than HS,Asian non-Hispanic,1,Education/health,0,4211.984
2004,3,1,0,23,20-29,College plus,White non-Hispanic,0,Entertainment/hospitality,0,1950.6767
2004,1,0,1,32,30-39,College plus,White non-Hispanic,1,,0,2277.5295
2004,3,1,1,33,30-39,HS diploma,Hispanic,1,Business/repair services,0,2743.5021
2004,5,1,0,34,30-39,HS diploma,Hispanic,1,Professional services,0,2691.7272
2004,8,1,0,31,30-39,HS diploma,White non-Hispanic,1,Construction,0,1225.8891
2004,1,0,1,23,20-29,Some college,White non-Hispanic,0,,0,788.0836
2004,8,1,1,21,20-29,HS diploma,Hispanic,0,Business/repair services,0,4297.5531
2004,3,1,0,37,30-39,Less than HS,White non-Hispanic,1,Professional services,0,1097.459
2004,1,0,1,45,40-49,HS diploma,White non-Hispanic,0,Business/repair services,0,510.7139
2004,104,1,0,50,50-59,Some college,Black non-Hispanic,1,Manufacturing,0,2678.3307
2004,8,1,0,38,30-39,Some college,White non-Hispanic,1,Construction,0,1501.5637
2004,50,1,0,50,50-59,College plus,White non-Hispanic,1,Manufacturing,0,2113.0898
2004,1,0,0,57,50-59,Some college,White non-Hispanic,0,Business/repair services,0,2655.8273
2004,104,1,1,45,40-49,College plus,White non-Hispanic,1,Education/health,0,2154.1355
2004,104,1,0,51,50-59,College plus,White non-Hispanic,0,Manufacturing,0,303.8431
2004,24,1,0,49,40-49,College plus,White non-Hispanic,1,Professional services,0,4474.963
2004,3,1,0,42,40-49,HS diploma,White non-Hispanic,1,Manufacturing,0,1969.2341
2004,104,1,0,45,40-49,Some college,White non-Hispanic,1,Construction,0,2106.9916
2004,1,0,0,26,20-29,Less than HS,Black non-Hispanic,1,Trade,0,3529.2247
2004,6,1,1,54,50-59,Some college,White non-Hispanic,0,Manufacturing,0,3749.036
2004,2,1,0,26,20-29,Some college,White non-Hispanic,0,Business/repair services,0,3967.433
2004,104,1,0,49,40-49,College plus,White non-Hispanic,0,Finance/insurance/RE,0,2722.1018
2004,1,0,1,40,40-49,College plus,White non-Hispanic,1,,0,2351.0539
2004,9,1,0,56,50-59,College plus,White non-Hispanic,1,Trade,0,697.3078
2004,1,0,0,39,30-39,College plus,White non-Hispanic,0,,0,1911.9038
2004,1,0,0,54,50-59,College plus,White non-Hispanic,1,,0,4746.9395
2004,104,1,0,32,30-39,HS diploma,White non-Hispanic,1,Business/repair services,0,4794.776
2004,1,1,1,21,20-29,Some college,White non-Hispanic,0,Manufacturing,0,1352.8771
2004,29,1,1,48,40-49,Some college,White non-Hispanic,1,Education/health,0,1768.0021
2004,1,1,0,40,40-49,College plus,Other/multiracial,0,Construction,0,1769.461
2004,6,1,0,26,20-29,College plus,White non-Hispanic,0,Entertainment/hospitality,0,2612.2205
2004,21,1,0,28,20-29,Some college,White non-Hispanic,1,Trade,0,2622.3852
2004,104,1,0,52,50-59,HS diploma,White non-Hispanic,1,Trade,0,2489.7346
2004,14,1,1,47,40-49,College plus,White non-Hispanic,0,Education/health,0,206.0921
2004,26,1,0,30,30-39,Some college,White non-Hispanic,0,Professional services,0,250.3591
2004,1,0,0,61,60+,HS diploma,White non-Hispanic,1,,0,986.7941
2004,1,1,1,58,50-59,HS diploma,White non-Hispanic,1,Business/repair services,0,1033.3262
2004,1,0,0,43,40-49,Less than HS,Hispanic,1,,0,1078.4801
2004,4,1,1,38,30-39,College plus,White non-Hispanic,1,Professional services,0,2272.9841
2004,1,0,0,22,20-29,HS diploma,White non-Hispanic,0,,0,1161.0743
2004,10,1,1,33,30-39,College plus,White non-Hispanic,1,Education/health,0,432.8883
2004,104,1,0,39,30-39,Some college,White non-Hispanic,1,Education/health,0,4401.1322
2004,52,1,0,53,50-59,Some college,White non-Hispanic,1,Professional services,0,2633.6218
2004,42,1,1,48,40-49,College plus,White non-Hispanic,1,Professional services,0,779.6489
2004,1,0,1,59,50-59,Some college,White non-Hispanic,1,,0,2338.7441
2004,104,1,1,45,40-49,Some college,White non-Hispanic,0,Education/health,0,2261.4205
2004,1,0,1,26,20-29,Less than HS,White non-Hispanic,0,Manufacturing,0,3002.1668
2004,18,1,0,41,40-49,Some college,Black non-Hispanic,1,Trade,0,3606.4389
2004,1,0,1,33,30-39,HS diploma,White non-Hispanic,0,,0,2566.6655
2004,1,0,0,56,50-59,Some college,Black non-Hispanic,0,Professional services,0,1768.2317
2004,4,1,0,23,20-29,Some college,White non-Hispanic,0,Construction,0,1022.9683
2004,1,0,0,20,20-29,Some college,White non-Hispanic,0,Business/repair services,0,1036.9747
2004,104,1,1,54,50-59,College plus,White non-Hispanic,1,Entertainment/hospitality,0,581.2067
2004,1,0,0,57,50-59,Some college,White non-Hispanic,1,Professional services,0,661.9147
2004,104,1,1,41,40-49,College plus,White non-Hispanic,0,Education/health,0,3852.5554
2004,6,1,0,48,40-49,HS diploma,Hispanic,1,Business/repair services,0,5435.4154
2004,1,0,0,58,50-59,Some college,Hispanic,1,,0,3986.8656
2004,12,1,1,20,20-29,HS diploma,Black non-Hispanic,0,Professional services,0,3608.8161
2004,4,1,0,39,30-39,HS diploma,Other/multiracial,1,Trade,0,283.2445
2004,52,1,0,35,30-39,HS diploma,Other/multiracial,1,Public admin,0,1090.8584
2004,12,1,0,48,40-49,Some college,Hispanic,1,Construction,0,1624.7904
2004,104,1,0,49,40-49,College plus,White non-Hispanic,1,Trade,0,4298.9909
2004,21,1,0,50,50-59,College plus,White non-Hispanic,1,Professional services,0,2918.5599
2004,12,1,0,27,20-29,Some college,White non-Hispanic,0,Education/health,0,1768.7654
2004,104,1,1,24,20-29,College plus,White non-Hispanic,0,,0,1741.0169
2004,20,1,1,26,20-29,HS diploma,Other/multiracial,0,Public admin,0,375.6411
2004,13,1,1,50,50-59,HS diploma,White non-Hispanic,1,Education/health,0,1880.6932
2004,16,1,0,49,40-49,HS diploma,White non-Hispanic,1,Manufacturing,0,1894.8759
2004,1,0,0,23,20-29,HS diploma,Hispanic,1,Manufacturing,0,3148.6724
2004,104,1,0,37,30-39,Less than HS,Hispanic,1,Construction,0,2713.419
2004,1,1,1,35,30-39,Less than HS,Asian non-Hispanic,0,Business/repair services,0,4280.1822
2004,8,1,0,40,40-49,College plus,White non-Hispanic,0,Construction,0,1557.1015
2004,4,1,1,22,20-29,College plus,White non-Hispanic,0,Finance/insurance/RE,0,1389.3952
2004,104,1,1,38,30-39,HS diploma,Hispanic,1,Business/repair services,0,2868.2027
2004,104,1,1,26,20-29,College plus,White non-Hispanic,0,Entertainment/hospitality,0,2731.6114
2004,6,1,0,38,30-39,HS diploma,White non-Hispanic,0,Trade,0,821.2725
2004,78,1,0,37,30-39,Some college,White non-Hispanic,1,Manufacturing,0,2195.3726
2004,3,1,1,46,40-49,College plus,Hispanic,1,Education/health,0,4045.6018
2004,16,1,1,20,20-29,HS diploma,Hispanic,0,Business/repair services,0,2812.2342
2004,5,1,1,31,30-39,HS diploma,White non-Hispanic,1,Education/health,0,545.4409
2004,4,1,1,43,40-49,College plus,White non-Hispanic,0,Trade,0,353.5809
2004,1,0,1,54,50-59,HS diploma,White non-Hispanic,1,Education/health,0,1832.59
2004,8,1,1,25,20-29,HS diploma,Black non-Hispanic,0,Business/repair services,0,1051.9818
2004,1,0,0,30,30-39,HS diploma,White non-Hispanic,0,Professional services,0,1984.0585
2004,4,1,0,25,20-29,HS diploma,Other/multiracial,0,Business/repair services,0,6064.1271
2004,5,1,0,35,30-39,College plus,Asian non-Hispanic,0,Professional services,0,1896.5747
2004,104,1,0,66,60+,College plus,White non-Hispanic,0,Construction,0,2352.9196
2004,9,1,0,33,30-39,HS diploma,White non-Hispanic,1,Professional services,0,2808.2962
2004,1,0,0,44,40-49,Some college,White non-Hispanic,1,,0,2226.0299
2004,1,0,0,29,20-29,Some college,White non-Hispanic,0,,0,3945.4717
2004,4,1,0,36,30-39,College plus,White non-Hispanic,1,Business/repair services,0,2167.1366
2004,1,0,0,49,40-49,HS diploma,White non-Hispanic,1,Manufacturing,0,4547.859
2004,1,0,1,25,20-29,HS diploma,White non-Hispanic,1,Education/health,0,4768.9362
2004,1,0,1,54,50-59,HS diploma,Asian non-Hispanic,0,Manufacturing,0,5638.3005
2004,1,0,1,43,40-49,HS diploma,Hispanic,0,Professional services,0,3907.3005
2004,1,0,1,53,50-59,Less than HS,Black non-Hispanic,0,Manufacturing,0,2486.1195
2004,1,0,0,29,20-29,HS diploma,Black non-Hispanic,0,Professional services,0,3839.1997
2004,104,1,1,43,40-49,Some college,White non-Hispanic,0,Trade,0,2543.6438
2004,1,1,0,48,40-49,HS diploma,Hispanic,1,Trade,0,4394.8737
2004,14,1,0,30,30-39,College plus,Hispanic,0,Professional services,0,5208.7864
2004,13,1,0,46,40-49,Some college,White non-Hispanic,1,Finance/insurance/RE,0,4037.6435
2004,1,0,0,51,50-59,Some college,White non-Hispanic,1,Construction,0,1017.5717
2004,1,0,0,32,30-39,Some college,Black non-Hispanic,0,Manufacturing,0,3002.8515
2004,1,0,1,44,40-49,HS diploma,White non-Hispanic,1,Business/repair services,0,340.3715
2004,76,1,0,34,30-39,College plus,White non-Hispanic,0,Finance/insurance/RE,0,1566.9206
2004,1,0,0,25,20-29,College plus,White non-Hispanic,0,Professional services,0,1503.9474
2004,1,0,1,36,30-39,HS diploma,Black non-Hispanic,0,Manufacturing,0,5113.2324
2004,12,1,0,49,40-49,College plus,White non-Hispanic,1,Entertainment/hospitality,0,1852.5326
2004,1,0,0,53,50-59,Some college,White non-Hispanic,1,Education/health,0,3379.1644
2004,8,1,1,46,40-49,Less than HS,Hispanic,0,,0,3352.0785
2004,1,1,1,32,30-39,College plus,White non-Hispanic,1,Finance/insurance/RE,0,5051.0541
2004,30,1,1,47,40-49,College plus,White non-Hispanic,1,Education/health,0,2000.0468
2004,34,1,1,35,30-39,College plus,White non-Hispanic,0,Professional services,0,1612.4284
2004,1,0,0,63,60+,HS diploma,White non-Hispanic,1,Construction,0,2271.4787
2004,1,1,0,32,30-39,HS diploma,White non-Hispanic,1,Business/repair services,0,2108.0714
2004,12,1,0,52,50-59,HS diploma,Hispanic,1,Trade,0,2967.2868
2004,25,1,0,28,20-29,Some college,White non-Hispanic,0,Business/repair services,0,2742.5482
2004,16,1,0,34,30-39,Some college,White non-Hispanic,1,Professional services,0,1598.4574
2004,6,1,0,29,20-29,College plus,White non-Hispanic,0,Manufacturing,0,3819.6148
2004,1,0,1,40,40-49,Some college,Black non-Hispanic,1,,0,3467.237
2004,1,0,1,41,40-49,Less than HS,White non-Hispanic,1,,0,1868.2488
2004,8,1,0,23,20-29,Less than HS,White non-Hispanic,0,Construction,0,2460.9354
2004,48,1,1,37,30-39,Some college,Black non-Hispanic,0,Trade,0,3516.196
2004,40,1,1,49,40-49,College plus,Black non-Hispanic,0,Professional services,0,3152.7105
2004,20,1,0,58,50-59,Some college,White non-Hispanic,1,Education/health,0,3299.073
2004,12,1,1,40,40-49,Some college,White non-Hispanic,0,Trade,0,3136.8093
2004,1,0,1,59,50-59,HS diploma,White non-Hispanic,1,Business/repair services,0,1852.7448
2004,32,1,0,61,60+,HS diploma,White non-Hispanic,1,,0,2020.8099
2004,24,1,1,62,60+,College plus,White non-Hispanic,0,Construction,0,4252.4905
2004,2,1,0,25,20-29,Some college,Hispanic,0,Construction,0,5263.8996
2004,1,0,1,31,30-39,HS diploma,White non-Hispanic,0,Trade,0,428.0003
2004,12,1,0,45,40-49,Some college,White non-Hispanic,1,Manufacturing,0,363.3981
2004,36,1,0,28,20-29,Some college,White non-Hispanic,1,Education/health,0,2842.3141
2004,21,1,1,47,40-49,Less than HS,Black non-Hispanic,0,Education/health,0,3063.4658
2004,20,1,1,56,50-59,College plus,White non-Hispanic,0,Education/health,0,3329.3474
2004,1,0,1,43,40-49,College plus,Hispanic,1,Entertainment/hospitality,0,7588.2171
2004,1,0,0,48,40-49,Some college,Black non-Hispanic,1,Entertainment/hospitality,0,8714.9848
2004,1,0,0,46,40-49,HS diploma,White non-Hispanic,1,Manufacturing,0,5872.7806
2004,17,1,1,28,20-29,Some college,White non-Hispanic,0,Construction,0,967.4194
2004,52,1,0,39,30-39,HS diploma,Hispanic,1,Trade,0,2895.5883
2004,52,1,0,43,40-49,Less than HS,Black non-Hispanic,1,Construction,0,4290.6068
2004,12,1,0,49,40-49,Less than HS,White non-Hispanic,1,Business/repair services,0,3261.5023
2004,104,1,1,53,50-59,HS diploma,Asian non-Hispanic,1,Education/health,0,1507.7523
2004,24,1,1,34,30-39,College plus,White non-Hispanic,0,Business/repair services,0,2281.2499
2004,104,1,1,55,50-59,Some college,Hispanic,0,Manufacturing,0,3137.5237
2004,104,1,0,24,20-29,HS diploma,Black non-Hispanic,0,Professional services,0,4528.4615
2004,5,1,1,48,40-49,Some college,White non-Hispanic,1,Manufacturing,0,2780.537
2004,1,0,0,33,30-39,College plus,White non-Hispanic,0,Professional services,0,2603.6412
2004,1,0,0,36,30-39,Some college,White non-Hispanic,1,Public admin,0,2538.6206
2004,26,1,1,46,40-49,Some college,White non-Hispanic,0,Business/repair services,0,2422.0022
2004,16,1,1,43,40-49,Some college,White non-Hispanic,1,Education/health,0,2350.1823
2004,20,1,0,59,50-59,Less than HS,White non-Hispanic,1,Trade,0,397.8615
2004,1,1,1,30,30-39,College plus,Black non-Hispanic,0,Entertainment/hospitality,0,3720.7107
2004,4,1,0,29,20-29,HS diploma,Hispanic,0,Agriculture/mining,0,4691.7484
2004,104,1,0,65,60+,College plus,White non-Hispanic,1,Education/health,0,3347.0251
2004,104,1,1,37,30-39,Some college,White non-Hispanic,1,Education/health,0,2975.9896
2004,1,0,1,62,60+,Some college,White non-Hispanic,1,,0,2467.1635
2004,1,0,0,41,40-49,College plus,White non-Hispanic,1,Entertainment/hospitality,0,2204.6805
2004,1,0,1,47,40-49,Some college,Hispanic,1,Trade,0,2962.3751
2004,1,0,0,60,60+,HS diploma,White non-Hispanic,1,Manufacturing,0,3300.3008
2004,52,1,1,57,50-59,HS diploma,White non-Hispanic,1,Manufacturing,0,3200.0265
2004,3,1,1,48,40-49,HS diploma,White non-Hispanic,1,Business/repair services,0,409.7539
2004,1,0,0,52,50-59,Some college,Black non-Hispanic,1,Manufacturing,0,2387.2518
2004,52,1,1,21,20-29,HS diploma,Hispanic,0,Manufacturing,0,3223.1067
2004,78,1,1,41,40-49,HS diploma,White non-Hispanic,0,Manufacturing,0,2319.7498
2004,24,1,0,21,20-29,Some college,White non-Hispanic,0,Business/repair services,0,3744.445
2004,1,0,1,61,60+,HS diploma,White non-Hispanic,0,Manufacturing,0,2250.4438
2004,76,1,0,36,30-39,HS diploma,White non-Hispanic,0,Manufacturing,0,2346.2092
2004,16,1,0,43,40-49,College plus,White non-Hispanic,0,Education/health,0,479.1531
2004,1,0,0,25,20-29,Some college,Black non-Hispanic,0,Professional services,0,606.4448
2004,25,1,0,22,20-29,HS diploma,Hispanic,0,Professional services,0,2884.4253
2004,1,0,1,45,40-49,Some college,Other/multiracial,1,Manufacturing,0,1723.3529
2004,2,1,0,32,30-39,HS diploma,White non-Hispanic,1,Construction,0,2390.3014
2004,104,1,0,56,50-59,Less than HS,Hispanic,0,Finance/insurance/RE,0,2631.474
2004,12,1,1,35,30-39,Less than HS,Black non-Hispanic,0,Professional services,0,3617.7288
2004,10,1,0,31,30-39,Less than HS,White non-Hispanic,1,Agriculture/mining,0,2296.9558
2004,30,1,0,50,50-59,HS diploma,White non-Hispanic,1,Professional services,0,482.1966
2004,1,1,0,64,60+,HS diploma,White non-Hispanic,1,Professional services,0,2207.9636
2004,8,1,1,36,30-39,College plus,Black non-Hispanic,1,Education/health,0,2975.3034
2004,1,0,1,36,30-39,Some college,White non-Hispanic,0,Education/health,0,376.1414
2004,1,0,0,52,50-59,Less than HS,White non-Hispanic,0,Construction,0,894.935
2004,104,1,0,36,30-39,Some college,White non-Hispanic,1,Business/repair services,0,420.8148
2004,1,0,1,54,50-59,College plus,White non-Hispanic,1,,0,3029.0343
2004,8,1,1,28,20-29,College plus,Black non-Hispanic,0,Professional services,0,4484.1119
2004,20,1,0,39,30-39,Some college,Black non-Hispanic,1,Manufacturing,0,4288.9311
2004,1,0,0,47,40-49,Some college,White non-Hispanic,0,Manufacturing,0,483.4319
2004,1,1,0,29,20-29,Less than HS,Hispanic,1,Construction,0,4399.0155
2004,1,0,1,20,20-29,Less than HS,White non-Hispanic,0,Trade,0,596.5605
2004,104,1,1,44,40-49,Some college,White non-Hispanic,1,Entertainment/hospitality,0,2782.5295
2004,30,1,0,53,50-59,College plus,White non-Hispanic,1,Education/health,0,2399.7864
2004,56,1,1,36,30-39,College plus,White non-Hispanic,1,Entertainment/hospitality,0,2431.8873
2004,4,1,1,29,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,2547.1879
2004,20,1,0,29,20-29,HS diploma,Hispanic,0,Manufacturing,0,3467.6016
2004,56,1,1,35,30-39,Some college,White non-Hispanic,0,Education/health,0,2375.0492
2004,1,1,0,32,30-39,Some college,Black non-Hispanic,0,Entertainment/hospitality,0,3400.0934
2004,34,1,1,25,20-29,Some college,White non-Hispanic,1,Professional services,0,2827.5702
2004,1,0,1,38,30-39,HS diploma,White non-Hispanic,0,Entertainment/hospitality,0,2489.5758
2004,60,1,1,50,50-59,College plus,White non-Hispanic,0,Education/health,0,2173.5952
2004,1,1,0,27,20-29,HS diploma,White non-Hispanic,0,Construction,0,487.743
2004,104,1,0,29,20-29,Some college,White non-Hispanic,0,Entertainment/hospitality,0,527.3515
2004,40,1,1,51,50-59,Some college,White non-Hispanic,0,Business/repair services,0,4147.1449
2004,8,1,0,49,40-49,Some college,White non-Hispanic,0,Professional services,0,3408.6757
2004,26,1,1,45,40-49,HS diploma,White non-Hispanic,1,Manufacturing,0,3210.3965
2004,1,0,0,43,40-49,Less than HS,White non-Hispanic,1,Professional services,0,4257.7605
2004,1,0,0,45,40-49,College plus,White non-Hispanic,1,Manufacturing,0,5170.8666
2004,21,1,1,36,30-39,College plus,White non-Hispanic,1,Education/health,0,4720.1141
2004,1,0,1,25,20-29,HS diploma,White non-Hispanic,0,Trade,0,4497.1464
2004,1,1,1,43,40-49,HS diploma,White non-Hispanic,0,Education/health,0,1102.8808
2004,25,1,0,46,40-49,Some college,White non-Hispanic,0,Business/repair services,0,2551.7445
2004,1,0,1,36,30-39,HS diploma,Black non-Hispanic,0,Education/health,0,510.9877
2004,1,0,0,36,30-39,College plus,White non-Hispanic,1,Construction,0,2859.9212
2004,1,1,1,39,30-39,College plus,White non-Hispanic,1,Education/health,0,2395.5189
2004,104,1,0,63,60+,College plus,White non-Hispanic,1,Manufacturing,0,3099.1554
2004,3,1,0,43,40-49,College plus,White non-Hispanic,1,Professional services,0,2418.0542
2004,12,1,0,39,30-39,Less than HS,White non-Hispanic,0,Construction,0,3235.3276
2004,1,1,0,24,20-29,Less than HS,White non-Hispanic,1,Professional services,0,2485.1104
2004,6,1,1,20,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,314.8833
2004,4,1,1,45,40-49,Less than HS,White non-Hispanic,1,Business/repair services,0,1053.6797
2004,26,1,0,54,50-59,College plus,White non-Hispanic,1,Manufacturing,0,2356.0782
2004,104,1,1,50,50-59,Some college,Black non-Hispanic,0,,0,4139.0161
2004,13,1,0,49,40-49,HS diploma,Black non-Hispanic,0,Education/health,0,5549.275
2004,1,0,0,32,30-39,College plus,White non-Hispanic,0,Manufacturing,0,2061.0852
2004,34,1,0,49,40-49,Some college,Black non-Hispanic,0,Finance/insurance/RE,0,5168.2308
2004,40,1,0,26,20-29,HS diploma,Hispanic,1,Business/repair services,0,3934.3687
2004,1,0,1,46,40-49,HS diploma,White non-Hispanic,1,,0,2803.4324
2004,18,1,1,20,20-29,Less than HS,White non-Hispanic,0,Professional services,0,3513.1974
2004,2,1,1,23,20-29,Less than HS,Black non-Hispanic,0,Business/repair services,0,4014.2093
2004,12,1,0,20,20-29,HS diploma,Hispanic,0,Manufacturing,0,520.7916
2004,104,1,0,23,20-29,HS diploma,White non-Hispanic,0,,0,4078.1362
2004,1,0,0,62,60+,Less than HS,White non-Hispanic,0,,0,2329.3933
2004,4,1,0,34,30-39,HS diploma,Black non-Hispanic,1,Education/health,0,5848.7664
2004,36,1,1,39,30-39,College plus,White non-Hispanic,0,Education/health,0,2752.4482
2004,1,0,0,38,30-39,College plus,White non-Hispanic,0,,0,3299.6523
2004,12,1,1,41,40-49,Some college,Black non-Hispanic,0,Education/health,0,2662.1737
2004,13,1,1,36,30-39,College plus,White non-Hispanic,1,Business/repair services,0,2225.1361
2004,20,1,0,37,30-39,College plus,White non-Hispanic,1,Education/health,0,2693.6362
2004,66,1,1,64,60+,Some college,White non-Hispanic,0,Business/repair services,0,2255.6808
2004,3,1,0,20,20-29,Less than HS,Black non-Hispanic,0,Business/repair services,0,5595.7481
2004,1,1,0,28,20-29,Less than HS,White non-Hispanic,0,Business/repair services,0,636.205
2004,4,1,1,30,30-39,College plus,White non-Hispanic,1,Business/repair services,0,2857.7968
2004,13,1,0,28,20-29,HS diploma,White non-Hispanic,0,Education/health,0,2561.5021
2004,8,1,1,20,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,778.0841
2004,15,1,1,44,40-49,HS diploma,White non-Hispanic,0,Trade,0,536.3029
2004,3,1,0,38,30-39,Some college,White non-Hispanic,1,Professional services,0,3204.9231
2004,2,1,0,39,30-39,College plus,White non-Hispanic,0,Trade,0,3313.2576
2004,2,1,1,33,30-39,College plus,Black non-Hispanic,0,Education/health,0,2588.2968
2004,32,1,0,39,30-39,Some college,White non-Hispanic,1,Construction,0,2428.4214
2004,24,1,0,31,30-39,HS diploma,Black non-Hispanic,0,Manufacturing,0,2823.6668
2004,4,1,0,42,40-49,College plus,White non-Hispanic,1,Manufacturing,0,1334.0447
2004,26,1,0,56,50-59,Less than HS,White non-Hispanic,1,Construction,0,1347.732
2004,1,0,0,51,50-59,HS diploma,White non-Hispanic,1,Manufacturing,0,541.706
2004,8,1,1,58,50-59,Some college,Other/multiracial,0,,0,3088.9824
2004,6,1,0,36,30-39,College plus,White non-Hispanic,1,Professional services,0,7440.9735
2004,26,1,1,52,50-59,Less than HS,Hispanic,0,Manufacturing,0,3567.4717
2004,8,1,0,26,20-29,HS diploma,White non-Hispanic,1,Trade,0,2880.7733
2004,32,1,0,44,40-49,HS diploma,Hispanic,1,Education/health,0,2483.2474
2004,1,0,1,40,40-49,HS diploma,White non-Hispanic,1,Professional services,0,2337.4979
2004,1,0,1,49,40-49,College plus,Black non-Hispanic,0,,0,4481.3614
2004,20,1,0,27,20-29,College plus,White non-Hispanic,0,Entertainment/hospitality,0,2849.671
2004,1,0,1,30,30-39,Some college,Hispanic,1,,0,2636.519
2004,104,1,1,55,50-59,HS diploma,Black non-Hispanic,0,Business/repair services,0,2338.9314
2004,104,1,0,52,50-59,HS diploma,Hispanic,0,Trade,0,3892.7809
2004,1,0,0,26,20-29,Some college,Hispanic,0,Business/repair services,0,4287.7283
2004,2,1,0,47,40-49,Less than HS,Hispanic,1,Construction,0,3891.9603
2004,104,1,1,29,20-29,HS diploma,White non-Hispanic,1,Manufacturing,0,3598.6574
2004,2,1,0,22,20-29,HS diploma,Hispanic,0,Business/repair services,0,4394.5188
2004,104,1,1,41,40-49,HS diploma,White non-Hispanic,1,Manufacturing,0,2740.9623
2004,1,0,0,40,40-49,Some college,White non-Hispanic,0,Professional services,0,2674.2653
2004,34,1,0,55,50-59,College plus,Asian non-Hispanic,1,Manufacturing,0,3189.0263
2004,4,1,0,45,40-49,College plus,White non-Hispanic,1,Construction,0,2724.7079
2004,12,1,0,39,30-39,Less than HS,White non-Hispanic,0,Business/repair services,0,2692.9826
2004,24,1,0,34,30-39,Some college,Black non-Hispanic,0,Business/repair services,0,695.8675
2004,28,1,1,27,20-29,Some college,White non-Hispanic,0,Professional services,0,468.7193
2004,1,0,1,39,30-39,HS diploma,White non-Hispanic,0,Education/health,0,399.2904
2004,12,1,0,29,20-29,College plus,White non-Hispanic,0,Education/health,0,3423.8911
2004,1,1,0,25,20-29,Less than HS,White non-Hispanic,1,Business/repair services,0,2236.3999
2004,1,0,1,24,20-29,HS diploma,White non-Hispanic,1,Business/repair services,0,2765.0941
